Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,NSLP Provision 2 or 3 School ,Charter School Number,Charter Funding Type,Low Grade,High Grade,Enrollment (K-12),Unadjusted Free Meal Count (K-12),Adjusted Free Meal Count (K-12),Adjusted Percent (%) Eligible Free (K-12),Unadjusted FRPM Count (K-12),Adjusted FRPM Count (K-12),Adjusted Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Unadjusted Free Meal Count (Ages 5-17),Adjusted Free Meal Count (Ages 5-17),Adjusted Percent (%) Eligible Free (Ages 5-17),Unadjusted FRPM Count (Ages 5-17),Adjusted FRPM Count (Ages 5-17),Adjusted Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
2013-14,43,69575,6047831,Santa Clara,Moreland,Leroy Anderson Elementary,N,,,K,5,529,407,407,76.9%,465,465,87.9%,508,396,396,78.0%,451,451,88.8%,Y
2013-14,43,69583,102368,Santa Clara,Morgan Hill Unified,Ann Sobrato High,N,,,9,12,1425,344,347,24.4%,418,421,29.5%,1395,336,339,24.3%,407,410,29.4%,Y
2013-14,43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High,N,,,9,12,1117,308,308,27.6%,359,359,32.1%,1073,291,291,27.1%,341,341,31.8%,Y
2013-14,43,69583,4334488,Santa Clara,Morgan Hill Unified,Central High (Continuation),N,,,10,12,136,71,71,52.2%,77,77,56.6%,106,59,59,55.7%,63,63,59.4%,Y
2013-14,43,69583,6047914,Santa Clara,Morgan Hill Unified,Nordstrom Elementary,N,,,K,6,685,99,99,14.5%,119,119,17.4%,684,99,99,14.5%,119,119,17.4%,Y
2013-14,43,69583,6047922,Santa Clara,Morgan Hill Unified,P. A. Walsh Elementary,N,,,K,6,580,417,418,72.1%,471,471,81.2%,556,396,397,71.4%,450,450,80.9%,Y
2013-14,43,69583,6047948,Santa Clara,Morgan Hill Unified,San Martin/Gwinn Elementary,N,,,K,6,502,307,307,61.2%,343,343,68.3%,502,307,307,61.2%,343,343,68.3%,Y
2013-14,43,69583,6095384,Santa Clara,Morgan Hill Unified,Lewis H. Britton Middle,N,,,7,8,648,254,255,39.4%,290,291,44.9%,648,254,255,39.4%,290,291,44.9%,Y
2013-14,43,69583,6095392,Santa Clara,Morgan Hill Unified,Los Paseos Elementary,N,,,K,6,594,174,175,29.5%,203,203,34.2%,594,174,175,29.5%,203,203,34.2%,Y
2013-14,43,69583,6098263,Santa Clara,Morgan Hill Unified,Jackson Academy of Music and Math (JAMM),N,,,K,8,593,197,197,33.2%,229,229,38.6%,593,197,197,33.2%,229,229,38.6%,Y
2013-14,43,69583,6098271,Santa Clara,Morgan Hill Unified,Paradise Valley/Machado Elementary,N,,,K,6,696,129,131,18.8%,148,150,21.6%,696,129,131,18.8%,148,150,21.6%,Y
2013-14,43,69583,6100325,Santa Clara,Morgan Hill Unified,Martin Murphy Middle,N,,,7,8,510,181,181,35.5%,210,210,41.2%,510,181,181,35.5%,210,210,41.2%,Y
2013-14,43,69583,6109375,Santa Clara,Morgan Hill Unified,El Toro Elementary,N,,,K,6,450,175,176,39.1%,216,217,48.2%,425,171,172,40.5%,211,212,49.9%,Y
2013-14,43,69583,6118376,Santa Clara,Morgan Hill Unified,Barrett Elementary,N,,,K,6,606,288,291,48.0%,333,336,55.4%,606,288,291,48.0%,333,336,55.4%,Y
2013-14,43,69583,6118541,Santa Clara,Morgan Hill Unified,Charter School of Morgan Hill,N,363,Directly funded,K,8,588,16,16,2.7%,24,24,4.1%,588,16,16,2.7%,24,24,4.1%,Y
2013-14,43,69591,1,Santa Clara,Mountain View Whisman ,"Nonpublic, Nonsectarian Schools",N,,,,,4,0,0,0.0%,0,0,0.0%,4,0,0,0.0%,0,0,0.0%,Y
2013-14,43,69591,121830,Santa Clara,Mountain View Whisman ,Independent Study Program,N,,,K,8,13,0,0,0.0%,0,0,0.0%,13,0,0,0.0%,0,0,0.0%,Y
2013-14,43,69591,121913,Santa Clara,Mountain View Whisman ,MVWSD Home & Hospital,N,,,K,8,1,0,0,0.0%,0,0,0.0%,1,0,0,0.0%,0,0,0.0%,Y
2013-14,43,69591,6047955,Santa Clara,Mountain View Whisman ,Benjamin Bubb Elementary,N,,,K,5,537,122,122,22.7%,143,143,26.6%,535,122,122,22.8%,143,143,26.7%,Y
2013-14,43,69591,6047963,Santa Clara,Mountain View Whisman ,Edith Landels Elementary,N,,,K,5,527,167,169,32.1%,210,212,40.2%,525,165,167,31.8%,208,210,40.0%,Y
2013-14,43,69591,6047971,Santa Clara,Mountain View Whisman ,Frank L. Huff Elementary,N,,,K,5,579,43,43,7.4%,55,55,9.5%,576,43,43,7.5%,55,55,9.5%,Y
2013-14,43,69591,6047989,Santa Clara,Mountain View Whisman ,Isaac Newton Graham Middle,N,,,6,8,807,262,262,32.5%,298,298,36.9%,807,262,262,32.5%,298,298,36.9%,Y
2013-14,43,69591,6048003,Santa Clara,Mountain View Whisman ,Mariano Castro Elementary,N,,,K,5,675,377,378,56.0%,406,406,60.1%,646,364,365,56.5%,392,392,60.7%,Y
2013-14,43,69591,6049464,Santa Clara,Mountain View Whisman ,Stevenson Elementary,N,,,K,5,357,32,34,9.5%,37,39,10.9%,357,32,34,9.5%,37,39,10.9%,Y
2013-14,43,69591,6049472,Santa Clara,Mountain View Whisman ,Crittenden Middle,N,,,6,8,596,300,300,50.3%,366,366,61.4%,596,300,300,50.3%,366,366,61.4%,Y
2013-14,43,69591,6049480,Santa Clara,Mountain View Whisman ,Monta Loma Elementary,N,,,K,5,485,202,203,41.9%,256,257,53.0%,482,201,202,41.9%,255,256,53.1%,Y
2013-14,43,69591,6049514,Santa Clara,Mountain View Whisman ,Theuerkauf Elementary,N,,,K,5,471,285,287,60.9%,340,342,72.6%,434,274,275,63.4%,322,323,74.4%,Y
2013-14,43,69609,1,Santa Clara,Mountain View-Los Altos Union High,"Nonpublic, Nonsectarian Schools",N,,,,,10,0,0,0.0%,0,0,0.0%,7,0,0,0.0%,0,0,0.0%,Y
2013-14,43,69609,4334116,Santa Clara,Mountain View-Los Altos Union High,Los Altos High,N,,,9,12,1782,280,281,15.8%,331,332,18.6%,1741,271,272,15.6%,321,322,18.5%,Y
2013-14,43,69609,4334728,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,N,,,9,12,1838,260,260,14.1%,308,308,16.8%,1783,251,251,14.1%,298,298,16.7%,Y
2013-14,43,69609,4334736,Santa Clara,Mountain View-Los Altos Union High,Alta Vista High,N,,,9,12,123,66,66,53.7%,75,75,61.0%,98,50,50,51.0%,59,59,60.2%,Y
2013-14,43,69617,6048037,Santa Clara,Mt. Pleasant Elementary,August Boeger Middle,N,,,6,8,599,360,363,60.6%,424,427,71.3%,599,360,363,60.6%,424,427,71.3%,Y
2013-14,43,69617,6048045,Santa Clara,Mt. Pleasant Elementary,Ida Jew Academies,N,1243,Locally funded,K,8,601,270,270,44.9%,347,347,57.7%,601,270,270,44.9%,347,347,57.7%,Y
2013-14,43,69617,6048060,Santa Clara,Mt. Pleasant Elementary,Mt. Pleasant Elementary,N,,,K,5,354,250,255,72.0%,277,281,79.4%,341,240,244,71.6%,267,270,79.2%,Y
2013-14,43,69617,6048078,Santa Clara,Mt. Pleasant Elementary,Robert Sanders Elementary,N,,,K,5,465,324,325,69.9%,357,358,77.0%,448,316,317,70.8%,347,348,77.7%,Y
2013-14,43,69617,6067227,Santa Clara,Mt. Pleasant Elementary,Valle Vista Elementary,N,,,K,5,468,198,199,42.5%,236,237,50.6%,468,198,199,42.5%,236,237,50.6%,Y
2013-14,43,69625,0,Santa Clara,Oak Grove Elementary,District Office,N,,,K,8,2,0,0,0.0%,0,0,0.0%,2,0,0,0.0%,0,0,0.0%,Y
2013-14,43,69625,1,Santa Clara,Oak Grove Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,21,3,3,14.3%,3,3,14.3%,21,3,3,14.3%,3,3,14.3%,Y
2013-14,43,69625,6048086,Santa Clara,Oak Grove Elementary,Anderson (Alex) Elementary,N,,,K,6,490,190,190,38.8%,242,242,49.4%,490,190,190,38.8%,242,242,49.4%,Y
2013-14,43,69625,6048094,Santa Clara,Oak Grove Elementary,Davis (Caroline) Intermediate,N,,,7,8,700,331,332,47.4%,420,421,60.1%,700,331,332,47.4%,420,421,60.1%,Y
2013-14,43,69625,6048102,Santa Clara,Oak Grove Elementary,Christopher Elementary,N,,,K,8,519,335,335,64.5%,400,400,77.1%,519,335,335,64.5%,400,400,77.1%,Y
2013-14,43,69625,6048110,Santa Clara,Oak Grove Elementary,Frost (Earl) Elementary,N,,,K,8,671,140,142,21.2%,178,180,26.8%,671,140,142,21.2%,178,180,26.8%,Y
2013-14,43,69625,6048128,Santa Clara,Oak Grove Elementary,Edenvale Elementary,N,,,K,6,580,434,437,75.3%,505,508,87.6%,556,422,425,76.4%,489,492,88.5%,Y
2013-14,43,69625,6048136,Santa Clara,Oak Grove Elementary,Miner (George) Elementary,N,,,K,6,480,272,277,57.7%,351,354,73.8%,461,263,268,58.1%,340,343,74.4%,Y
2013-14,43,69625,6048144,Santa Clara,Oak Grove Elementary,Glider Elementary,N,,,K,6,664,186,188,28.3%,237,239,36.0%,664,186,188,28.3%,237,239,36.0%,Y
2013-14,43,69625,6048177,Santa Clara,Oak Grove Elementary,Stipe (Samuel) Elementary,N,,,K,6,385,257,257,66.8%,298,298,77.4%,381,255,255,66.9%,295,295,77.4%,Y
2013-14,43,69625,6067243,Santa Clara,Oak Grove Elementary,Santa Teresa Elementary,N,,,K,6,634,172,177,27.9%,227,231,36.4%,615,167,172,28.0%,219,223,36.3%,Y
2013-14,43,69625,6068167,Santa Clara,Oak Grove Elementary,Herman (Leonard) Intermediate,N,,,5,8,867,248,250,28.8%,332,333,38.4%,867,248,250,28.8%,332,333,38.4%,Y
2013-14,43,69625,6072144,Santa Clara,Oak Grove Elementary,Sakamoto Elementary,N,,,K,6,589,75,76,12.9%,96,97,16.5%,589,75,76,12.9%,96,97,16.5%,Y
2013-14,43,69625,6072151,Santa Clara,Oak Grove Elementary,Del Roble Elementary,N,,,K,6,515,217,222,43.1%,275,278,54.0%,492,210,214,43.5%,266,268,54.5%,Y
2013-14,43,69625,6072177,Santa Clara,Oak Grove Elementary,Bernal Intermediate,N,,,7,8,799,174,178,22.3%,219,223,27.9%,799,174,178,22.3%,219,223,27.9%,Y
2013-14,43,69625,6088306,Santa Clara,Oak Grove Elementary,Oak Ridge Elementary,N,,,K,6,506,114,116,22.9%,142,143,28.3%,506,114,116,22.9%,142,143,28.3%,Y
2013-14,43,69625,6093066,Santa Clara,Oak Grove Elementary,Parkview Elementary,N,,,K,6,635,200,201,31.7%,285,286,45.0%,618,192,193,31.2%,277,278,45.0%,Y
2013-14,43,69625,6095400,Santa Clara,Oak Grove Elementary,Baldwin (Julia) Elementary,N,,,K,6,368,144,144,39.1%,181,181,49.2%,367,144,144,39.2%,181,181,49.3%,Y
2013-14,43,69625,6097430,Santa Clara,Oak Grove Elementary,Taylor (Bertha) Elementary,N,,,K,6,675,76,78,11.6%,111,113,16.7%,650,70,72,11.1%,103,105,16.2%,Y
2013-14,43,69625,6099451,Santa Clara,Oak Grove Elementary,Hayes Elementary,N,,,K,6,525,186,188,35.8%,228,230,43.8%,525,186,188,35.8%,228,230,43.8%,Y
2013-14,43,69625,6116081,Santa Clara,Oak Grove Elementary,Ledesma (Rita) Elementary,N,,,K,6,515,90,90,17.5%,120,120,23.3%,515,90,90,17.5%,120,120,23.3%,Y
2013-14,43,69625,6117014,Santa Clara,Oak Grove Elementary,The Academy,N,,,5,8,16,12,12,75.0%,13,13,81.3%,16,12,12,75.0%,13,13,81.3%,Y
2013-14,43,69633,6048185,Santa Clara,Orchard Elementary,Orchard Elementary,N,,,K,8,875,340,341,39.0%,457,458,52.3%,854,330,331,38.8%,446,447,52.3%,Y
2013-14,43,69641,1,Santa Clara,Palo Alto Unified,"Nonpublic, Nonsectarian Schools",N,,,,,41,1,1,2.4%,1,1,2.4%,36,1,1,2.8%,1,1,2.8%,Y
2013-14,43,69641,4332904,Santa Clara,Palo Alto Unified,Henry M. Gunn High,N,,,9,12,1904,110,111,5.8%,137,138,7.2%,1854,105,106,5.7%,131,132,7.1%,Y
2013-14,43,69641,4335782,Santa Clara,Palo Alto Unified,Palo Alto High,N,,,9,12,1944,97,97,5.0%,138,138,7.1%,1901,92,92,4.8%,131,131,6.9%,Y
2013-14,43,69641,6048193,Santa Clara,Palo Alto Unified,Addison Elementary,N,,,K,5,479,37,37,7.7%,55,55,11.5%,478,37,37,7.7%,55,55,11.5%,Y
2013-14,43,69641,6048201,Santa Clara,Palo Alto Unified,Herbert Hoover Elementary,N,,,K,5,414,16,16,3.9%,22,22,5.3%,414,16,16,3.9%,22,22,5.3%,Y
2013-14,43,69641,6048235,Santa Clara,Palo Alto Unified,El Carmelo Elementary,N,,,K,5,417,35,35,8.4%,54,54,12.9%,417,35,35,8.4%,54,54,12.9%,Y
2013-14,43,69641,6048243,Santa Clara,Palo Alto Unified,Ohlone Elementary,N,,,K,5,602,9,9,1.5%,19,19,3.2%,602,9,9,1.5%,19,19,3.2%,Y
2013-14,43,69641,6048250,Santa Clara,Palo Alto Unified,Escondido Elementary,N,,,K,5,587,54,55,9.4%,76,76,12.9%,587,54,55,9.4%,76,76,12.9%,Y
2013-14,43,69641,6048268,Santa Clara,Palo Alto Unified,Fairmeadow Elementary,N,,,K,5,551,30,33,6.0%,34,37,6.7%,551,30,33,6.0%,34,37,6.7%,Y
2013-14,43,69641,6048292,Santa Clara,Palo Alto Unified,Duveneck Elementary,N,,,K,5,492,22,22,4.5%,29,29,5.9%,492,22,22,4.5%,29,29,5.9%,Y
2013-14,43,69641,6048300,Santa Clara,Palo Alto Unified,Greendell ,N,,,K,5,95,3,3,3.2%,3,3,3.2%,45,0,0,0.0%,0,0,0.0%,Y
2013-14,43,69641,6048326,Santa Clara,Palo Alto Unified,Juana Briones Elementary,N,,,K,5,370,45,45,12.2%,58,58,15.7%,370,45,45,12.2%,58,58,15.7%,Y
2013-14,43,69641,6048359,Santa Clara,Palo Alto Unified,Palo Verde Elementary,N,,,K,5,415,13,13,3.1%,19,19,4.6%,415,13,13,3.1%,19,19,4.6%,Y
2013-14,43,69641,6048375,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford,N,,,K,12,38,0,0,0.0%,0,0,0.0%,36,0,0,0.0%,0,0,0.0%,Y
2013-14,43,69641,6048409,Santa Clara,Palo Alto Unified,Walter Hays Elementary,N,,,K,5,539,31,31,5.8%,42,42,7.8%,539,31,31,5.8%,42,42,7.8%,Y
2013-14,43,69641,6060065,Santa Clara,Palo Alto Unified,David Starr Jordan Middle,N,,,6,8,1027,64,64,6.2%,81,81,7.9%,1027,64,64,6.2%,81,81,7.9%,Y
2013-14,43,69641,6060081,Santa Clara,Palo Alto Unified,Jane Lathrop Stanford Middle,N,,,6,8,1013,54,54,5.3%,83,83,8.2%,1013,54,54,5.3%,83,83,8.2%,Y
2013-14,43,69641,6068241,Santa Clara,Palo Alto Unified,Lucille M. Nixon Elementary,N,,,K,5,477,27,27,5.7%,39,39,8.2%,477,27,27,5.7%,39,39,8.2%,Y
2013-14,43,69641,6115562,Santa Clara,Palo Alto Unified,Barron Park Elementary,N,,,K,5,346,71,71,20.5%,92,92,26.6%,346,71,71,20.5%,92,92,26.6%,Y
2013-14,43,69641,6118707,Santa Clara,Palo Alto Unified,Terman Middle,N,,,6,8,715,61,61,8.5%,77,77,10.8%,715,61,61,8.5%,77,77,10.8%,Y
2013-14,43,69666,1,Santa Clara,San Jose Unified,"Nonpublic, Nonsectarian Schools",N,,,,,52,4,5,9.6%,4,5,9.6%,42,4,5,11.9%,4,5,11.9%,Y
2013-14,43,69666,106823,Santa Clara,San Jose Unified,Lincoln Plus High,N,,,10,12,40,13,14,35.0%,18,19,47.5%,36,12,13,36.1%,16,17,47.2%,Y
2013-14,43,69666,124065,Santa Clara,San Jose Unified,Sunrise Middle,N,1290,Directly funded,6,8,155,137,138,89.0%,148,149,96.1%,155,137,138,89.0%,148,149,96.1%,Y
2013-14,43,69666,4330080,Santa Clara,San Jose Unified,Gunderson High,N,,,9,12,1165,509,511,43.9%,607,609,52.3%,1129,491,492,43.6%,586,587,52.0%,Y
2013-14,43,69666,4330411,Santa Clara,San Jose Unified,Community Career Academy (Continuation),N,,,9,12,13,7,7,53.8%,9,9,69.2%,10,6,6,60.0%,7,7,70.0%,Y
2013-14,43,69666,4330429,Santa Clara,San Jose Unified,Gunderson Plus (Continuation),N,,,9,12,40,20,20,50.0%,23,23,57.5%,37,18,18,48.6%,21,21,56.8%,Y
2013-14,43,69666,4330445,Santa Clara,San Jose Unified,Willow Glen Plus (Continuation),N,,,9,12,39,21,21,53.8%,21,21,53.8%,35,18,18,51.4%,18,18,51.4%,Y
2013-14,43,69666,4330452,Santa Clara,San Jose Unified,Pioneer Plus (Continuation),N,,,9,12,40,14,15,37.5%,19,19,47.5%,34,11,11,32.4%,15,15,44.1%,Y
2013-14,43,69666,4330460,Santa Clara,San Jose Unified,Leland Plus (Continuation),N,,,9,12,35,11,11,31.4%,12,12,34.3%,32,9,9,28.1%,10,10,31.3%,Y
2013-14,43,69666,4330478,Santa Clara,San Jose Unified,San Jose High Academy Plus,N,,,9,12,37,20,20,54.1%,23,23,62.2%,31,16,16,51.6%,19,19,61.3%,Y
2013-14,43,69666,4330502,Santa Clara,San Jose Unified,Liberty High (Alternative),N,,,6,12,316,104,109,34.5%,109,114,36.1%,231,79,83,35.9%,84,88,38.1%,Y
2013-14,43,69666,4330585,Santa Clara,San Jose Unified,Downtown College Preparatory,N,287,Directly funded,9,12,430,287,287,66.7%,347,347,80.7%,408,272,272,66.7%,329,329,80.6%,Y
2013-14,43,69666,4330593,Santa Clara,San Jose Unified,Middle College High,N,,,10,12,31,8,8,25.8%,10,10,32.3%,29,6,6,20.7%,8,8,27.6%,Y
2013-14,43,69666,4330734,Santa Clara,San Jose Unified,San Jose Community High,N,,,9,12,28,21,22,78.6%,23,24,85.7%,28,21,22,78.6%,23,24,85.7%,Y
2013-14,43,69666,4332110,Santa Clara,San Jose Unified,Broadway High,N,,,9,12,258,136,139,53.9%,150,153,59.3%,165,94,97,58.8%,105,108,65.5%,Y
2013-14,43,69666,4333522,Santa Clara,San Jose Unified,Leland High,N,,,9,12,1754,106,107,6.1%,140,141,8.0%,1715,104,105,6.1%,137,138,8.0%,Y
2013-14,43,69666,4333795,Santa Clara,San Jose Unified,Abraham Lincoln High,N,,,9,12,1826,808,814,44.6%,992,998,54.7%,1774,786,792,44.6%,961,967,54.5%,Y
2013-14,43,69666,4335949,Santa Clara,San Jose Unified,Pioneer High,N,,,9,12,1563,330,330,21.1%,414,414,26.5%,1527,320,320,21.0%,402,402,26.3%,Y
2013-14,43,69666,4337200,Santa Clara,San Jose Unified,San José High,N,,,9,12,1126,642,646,57.4%,748,752,66.8%,1071,617,620,57.9%,717,720,67.2%,Y
2013-14,43,69666,4338950,Santa Clara,San Jose Unified,Willow Glen High,N,,,9,12,1659,518,519,31.3%,615,616,37.1%,1610,499,500,31.1%,594,595,37.0%,Y
2013-14,43,69666,6048417,Santa Clara,San Jose Unified,Allen at Steinbeck,N,,,K,8,770,345,347,45.1%,417,419,54.4%,747,335,337,45.1%,404,406,54.4%,Y
2013-14,43,69666,6048425,Santa Clara,San Jose Unified,Almaden Elementary,N,,,K,5,401,269,270,67.3%,304,305,76.1%,401,269,270,67.3%,304,305,76.1%,Y
2013-14,43,69666,6048433,Santa Clara,San Jose Unified,Anne Darling Elementary,N,,,K,5,467,329,329,70.4%,379,379,81.2%,467,329,329,70.4%,379,379,81.2%,Y
2013-14,43,69666,6048474,Santa Clara,San Jose Unified,Booksin Elementary,N,,,K,5,794,65,66,8.3%,93,93,11.7%,793,65,66,8.3%,93,93,11.7%,Y
2013-14,43,69666,6048490,Santa Clara,San Jose Unified,Canoas Elementary,N,,,K,5,383,224,225,58.7%,264,265,69.2%,377,222,223,59.2%,262,263,69.8%,Y
2013-14,43,69666,6048516,Santa Clara,San Jose Unified,Empire Gardens Elementary,N,,,K,5,454,345,346,76.2%,387,388,85.5%,429,330,331,77.2%,371,372,86.7%,Y
2013-14,43,69666,6048532,Santa Clara,San Jose Unified,Gardner Elementary,N,,,K,5,508,361,363,71.5%,393,394,77.6%,507,361,363,71.6%,393,394,77.7%,Y
2013-14,43,69666,6048540,Santa Clara,San Jose Unified,Grant Elementary,N,,,K,5,610,429,432,70.8%,490,493,80.8%,584,418,421,72.1%,475,478,81.8%,Y
2013-14,43,69666,6048565,Santa Clara,San Jose Unified,Hammer Montessori at Galarza Elementary,N,,,K,5,308,51,51,16.6%,72,72,23.4%,308,51,51,16.6%,72,72,23.4%,Y
2013-14,43,69666,6048599,Santa Clara,San Jose Unified,Horace Mann Elementary,N,,,K,5,576,380,383,66.5%,436,438,76.0%,547,359,362,66.2%,412,414,75.7%,Y
2013-14,43,69666,6048649,Santa Clara,San Jose Unified,Lowell Elementary,N,,,K,5,429,309,310,72.3%,357,358,83.4%,429,309,310,72.3%,357,358,83.4%,Y
2013-14,43,69666,6048656,Santa Clara,San Jose Unified,Merritt Trace Elementary,N,,,K,5,1002,512,516,51.5%,577,581,58.0%,1001,512,516,51.5%,577,581,58.0%,Y
2013-14,43,69666,6048664,Santa Clara,San Jose Unified,Reed Elementary,N,,,K,5,533,114,114,21.4%,142,142,26.6%,507,106,106,20.9%,129,129,25.4%,Y
2013-14,43,69666,6048672,Santa Clara,San Jose Unified,River Glen,N,,,K,8,531,161,161,30.3%,222,222,41.8%,531,161,161,30.3%,222,222,41.8%,Y
2013-14,43,69666,6048680,Santa Clara,San Jose Unified,Schallenberger Elementary,N,,,K,5,556,117,117,21.0%,141,141,25.4%,530,114,114,21.5%,138,138,26.0%,Y
2013-14,43,69666,6048698,Santa Clara,San Jose Unified,Selma Olinder Elementary,N,,,K,5,467,337,338,72.4%,386,387,82.9%,450,323,324,72.0%,371,372,82.7%,Y
2013-14,43,69666,6048706,Santa Clara,San Jose Unified,Simonds Elementary,N,,,K,5,721,22,22,3.1%,24,24,3.3%,721,22,22,3.1%,24,24,3.3%,Y
2013-14,43,69666,6048714,Santa Clara,San Jose Unified,Terrell Elementary,N,,,K,5,514,205,205,39.9%,250,250,48.6%,513,205,205,40.0%,250,250,48.7%,Y
2013-14,43,69666,6048722,Santa Clara,San Jose Unified,Hacienda Science/Environmental Magnet,N,,,K,5,707,116,116,16.4%,171,171,24.2%,707,116,116,16.4%,171,171,24.2%,Y
2013-14,43,69666,6048730,Santa Clara,San Jose Unified,Walter L. Bachrodt Elementary,N,980,Locally funded,K,5,668,349,351,52.5%,407,409,61.2%,665,348,350,52.6%,406,408,61.4%,Y
2013-14,43,69666,6048748,Santa Clara,San Jose Unified,Washington Elementary,N,,,K,5,498,398,406,81.5%,443,451,90.6%,475,378,386,81.3%,421,429,90.3%,Y
2013-14,43,69666,6048755,Santa Clara,San Jose Unified,Williams Elementary,N,,,K,5,700,16,16,2.3%,21,21,3.0%,679,13,13,1.9%,18,18,2.7%,Y
2013-14,43,69666,6048763,Santa Clara,San Jose Unified,Willow Glen Elementary,N,,,K,5,765,215,219,28.6%,269,271,35.4%,741,207,211,28.5%,261,263,35.5%,Y
2013-14,43,69666,6060099,Santa Clara,San Jose Unified,Bret Harte Middle,N,,,6,8,1219,122,122,10.0%,139,139,11.4%,1219,122,122,10.0%,139,139,11.4%,Y
2013-14,43,69666,6060107,Santa Clara,San Jose Unified,Willow Glen Middle,N,,,6,8,1231,393,394,32.0%,468,469,38.1%,1231,393,394,32.0%,468,469,38.1%,Y
2013-14,43,69666,6060115,Santa Clara,San Jose Unified,John Muir Middle,N,,,6,8,1174,446,449,38.2%,536,539,45.9%,1174,446,449,38.2%,536,539,45.9%,Y
2013-14,43,69666,6062103,Santa Clara,San Jose Unified,Peter Burnett Middle,N,,,6,8,896,583,586,65.4%,670,673,75.1%,896,583,586,65.4%,670,673,75.1%,Y
2013-14,43,69666,6062111,Santa Clara,San Jose Unified,Herbert Hoover Middle,N,,,6,8,1080,658,660,61.1%,753,754,69.8%,1080,658,660,61.1%,753,754,69.8%,Y
2013-14,43,69666,6093074,Santa Clara,San Jose Unified,Los Alamitos Elementary,N,,,K,5,693,39,39,5.6%,52,52,7.5%,671,35,35,5.2%,47,47,7.0%,Y
2013-14,43,69666,6093082,Santa Clara,San Jose Unified,Graystone Elementary,N,,,K,5,716,46,47,6.6%,62,62,8.7%,715,46,47,6.6%,62,62,8.7%,Y
2013-14,43,69666,6093090,Santa Clara,San Jose Unified,Rachel Carson Elementary,N,,,K,5,413,110,110,26.6%,147,147,35.6%,413,110,110,26.6%,147,147,35.6%,Y
2013-14,43,69666,6095418,Santa Clara,San Jose Unified,Castillero Middle,N,,,6,8,1237,358,360,29.1%,416,418,33.8%,1237,358,360,29.1%,416,418,33.8%,Y
2013-14,43,69666,6119010,Santa Clara,San Jose Unified,Ernesto Galarza Elementary,N,,,K,5,520,351,351,67.5%,402,402,77.3%,495,336,336,67.9%,383,383,77.4%,Y
2013-14,43,69666,6121073,Santa Clara,San Jose Unified,San Jose Community Middle,N,,,6,8,4,2,2,50.0%,3,3,75.0%,4,2,2,50.0%,3,3,75.0%,Y
2013-14,43,69674,1,Santa Clara,Santa Clara Unified,"Nonpublic, Nonsectarian Schools",N,,,,,13,2,2,15.4%,2,2,15.4%,12,2,2,16.7%,2,2,16.7%,Y
2013-14,43,69674,110700,Santa Clara,Santa Clara Unified,Don Callejon,N,,,K,8,1002,301,303,30.2%,361,361,36.0%,1002,301,303,30.2%,361,361,36.0%,Y
2013-14,43,69674,125443,Santa Clara,Santa Clara Unified,Santa Clara Community Day,N,,,6,12,21,18,18,85.7%,18,18,85.7%,20,17,17,85.0%,17,17,85.0%,Y
2013-14,43,69674,4330122,Santa Clara,Santa Clara Unified,Santa Clara High,N,,,9,12,1830,636,639,34.9%,834,835,45.6%,1790,622,625,34.9%,815,816,45.6%,Y
2013-14,43,69674,4330247,Santa Clara,Santa Clara Unified,Wilson Alternative,N,,,K,12,296,144,148,50.0%,167,171,57.8%,203,115,118,58.1%,134,137,67.5%,Y
2013-14,43,69674,4338406,Santa Clara,Santa Clara Unified,New Valley Continuation High,N,,,9,12,150,93,94,62.7%,108,109,72.7%,134,82,83,61.9%,97,98,73.1%,Y
2013-14,43,69674,4338802,Santa Clara,Santa Clara Unified,Adrian Wilcox High,N,,,9,12,1916,715,716,37.4%,899,899,46.9%,1873,698,699,37.3%,878,878,46.9%,Y
2013-14,43,69674,6048797,Santa Clara,Santa Clara Unified,Bowers Elementary,N,,,K,5,359,182,182,50.7%,230,230,64.1%,358,181,181,50.6%,229,229,64.0%,Y
2013-14,43,69674,6048805,Santa Clara,Santa Clara Unified,Bracher Elementary,N,,,K,5,391,196,196,50.1%,225,225,57.5%,390,195,195,50.0%,224,224,57.4%,Y
2013-14,43,69674,6048813,Santa Clara,Santa Clara Unified,Braly Elementary,N,,,K,5,466,142,142,30.5%,168,168,36.1%,436,138,138,31.7%,162,162,37.2%,Y
2013-14,43,69674,6048821,Santa Clara,Santa Clara Unified,Briarwood Elementary,N,,,K,5,414,209,210,50.7%,247,247,59.7%,386,204,205,53.1%,240,240,62.2%,Y
2013-14,43,69674,6048847,Santa Clara,Santa Clara Unified,C. W. Haman Elementary,N,,,K,5,410,161,162,39.5%,199,200,48.8%,410,161,162,39.5%,199,200,48.8%,Y
2013-14,43,69674,6048854,Santa Clara,Santa Clara Unified,Juan Cabrillo Middle,N,,,6,8,822,473,475,57.8%,562,562,68.4%,822,473,475,57.8%,562,562,68.4%,Y
